STORE_NUMBER,STORE_NAME,STORE_TYPE_NAME,OPEN_DATE,CITY_NAME,STATE_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,STORE_STATUS,REGION_ID,REGION_NAME,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE
598,CA598,Franchise,07-05-2012,CITRUS HEIGHTS,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,07-05-2012,Operational,SACRAMNTO-STKTON-MODESTO,13-03-2019,13-03-2019,27-09-2020,Original,20-07-2022
600,CA600,Franchise,25-06-2012,MARTINEZ,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,25-06-2012,Closed,SAN FRANCISCO-OAK-SAN JOSE,,,25-06-2012,,25-06-2012
601,CA601,Franchise,14-12-2011,CHINO HILLS,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,14-12-2011,Operational,LOS ANGELES,14-11-2018,01-11-2015,27-09-2020,Original,20-07-2022
605,CA605,Franchise,16-10-2012,NORTHRIDGE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,16-10-2012,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
610,CA610,Franchise,25-08-2012,CONCORD,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,25-08-2012,Closed,SAN FRANCISCO-OAK-SAN JOSE,,,25-08-2012,,25-08-2012
611,MO611,Franchise,16-10-2012,NORMANDY,Missouri,Central,609.0,ST. LOUIS,Active,3.0,North,16-10-2012,Operational,ST. LOUIS,28-08-2019,28-08-2019,27-09-2020,Original,06-07-2022
622,CA622,Franchise,05-07-2012,EASTVALE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,05-07-2012,Operational,LOS ANGELES,31-10-2018,31-10-2018,27-09-2020,Original,20-07-2022
625,CA625,Franchise,21-10-2012,ORANGE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,21-10-2012,Operational,LOS ANGELES,07-11-2018,02-08-2015,27-09-2020,Original,20-07-2022
632,CA632,Franchise,29-11-2012,SAN CLEMENTE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,29-11-2012,Operational,LOS ANGELES,07-11-2018,06-09-2015,27-09-2020,Original,20-07-2022
633,TX633,Franchise,10-10-2012,DALLAS,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,10-10-2012,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,20-07-2022
637,AZ637,Franchise,18-12-2012,PHOENIX,Arizona,Mountain (DST not observed),753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,18-12-2012,Operational,PHOENIX (PRESCOTT),27-02-2019,27-02-2019,27-09-2020,Original,20-07-2022
656,IL656,Franchise,13-06-2013,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,13-06-2013,Operational,CHICAGO,01-11-2017,07-06-2015,27-09-2020,Original,21-04-2021
671,OH671,Franchise,22-02-2013,COLUMBUS,Ohio,Eastern,535.0,"COLUMBUS, OH",Active,3.0,North,22-02-2013,Operational,"COLUMBUS, OH",26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
672,CA672,Franchise,06-12-2013,LOS ANGELES,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,06-12-2013,Operational,LOS ANGELES,07-11-2018,07-11-2018,27-09-2020,Original,20-07-2022
676,MD676,Franchise,10-07-2013,GLEN BURNIE,Maryland,Eastern,512.0,BALTIMORE,Active,2.0,Southeast,10-07-2013,Operational,Baltimore,28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
679,CA679,Franchise,10-07-2013,ROSEMEAD,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,10-07-2013,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
684,TX684,Franchise,07-06-2013,EL PASO,Texas,Mountain,765.0,EL PASO (LAS CRUCES),Active,1.0,Southwest,07-06-2013,Operational,EL PASO (LAS CRUCES),13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
686,OH686,Franchise,17-07-2013,COLUMBUS,Ohio,Eastern,535.0,"COLUMBUS, OH",Active,3.0,North,17-07-2013,Operational,"COLUMBUS, OH",26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
687,FL687,Franchise,20-09-2013,NORTH MIAMI BEACH,Florida,Eastern,528.0,MIAMI-FT. LAUDERDALE,Active,2.0,Southeast,20-09-2013,Operational,MIAMI-FT. LAUDERDALE,20-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
692,TX692,Franchise,08-01-2014,SAN ANTONIO,Texas,Central,641.0,SAN ANTONIO,Active,1.0,Southwest,08-01-2014,Operational,SAN ANTONIO,08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
700,OH700,Franchise,05-10-2013,COLUMBUS,Ohio,Eastern,535.0,"COLUMBUS, OH",Active,3.0,North,05-10-2013,Operational,"COLUMBUS, OH",26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
708,MO708,Franchise,23-10-2013,INDEPENDENCE,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,23-10-2013,Operational,KANSAS CITY,06-03-2019,06-03-2019,27-09-2020,Original,20-07-2022
712,NC712,Franchise,20-11-2013,CHARLOTTE,North Carolina,Eastern,517.0,CHARLOTTE,Active,2.0,Southeast,20-11-2013,Operational,CHARLOTTE,28-08-2019,28-08-2019,27-09-2020,Original,06-07-2022
713,CA713,Franchise,16-10-2013,MADERA,California,Pacific,866.0,FRESNO-VISALIA,Active,4.0,West,16-10-2013,Operational,FRESNO-VISALIA,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
725,CA725,Franchise,18-12-2013,HESPERIA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,18-12-2013,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,18-12-2013
727,TX727,Franchise,29-03-2014,ARLINGTON,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,29-03-2014,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,20-07-2022
734,OH734,Franchise,17-04-2014,SOUTH EUCLID,Ohio,Eastern,510.0,CLEVELAND-AKRON (CANTON),Active,3.0,North,17-04-2014,Operational,CLEVELAND-AKRON (CANTON),26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
737,MD737,Franchise,17-06-2014,SILVER SPRING,Maryland,Eastern,511.0,"WASHINGTON, DC (HAGRSTWN)",Active,2.0,Southeast,17-06-2014,Operational,"WASHINGTON, DC (HAGRSTWN)",08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
743,CA743,Franchise,23-07-2014,SACRAMENTO,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Active,4.0,West,23-07-2014,Operational,SACRAMNTO-STKTON-MODESTO,13-03-2019,13-03-2019,27-09-2020,Original,20-07-2022
748,WA748,Franchise,17-09-2014,RENTON,Washington,Pacific,819.0,SEATTLE-TACOMA,Active,4.0,West,17-09-2014,Operational,SEATTLE-TACOMA,18-09-2019,18-09-2019,27-09-2020,Original,17-09-2014
751,IL751,Franchise,03-09-2014,EDWARDSVILLE,Illinois,Central,609.0,ST. LOUIS,Active,3.0,North,03-09-2014,Operational,ST. LOUIS,28-08-2019,28-08-2019,27-09-2020,Original,06-07-2022
754,HI754,Franchise,04-09-2014,MILILANI,Hawaii,HST|Pacific/Honolulu|UTC-10,744.0,HONOLULU,Active,4.0,West,04-09-2014,Operational,HONOLULU,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
759,AZ759,Franchise,23-06-2014,MESA,Arizona,Mountain (DST not observed),753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,23-06-2014,Operational,PHOENIX (PRESCOTT),27-02-2019,27-02-2019,27-09-2020,Original,20-07-2022
766,NY766,Franchise,25-06-2014,BROOKLYN,New York,Eastern,501.0,NEW YORK,Active,3.0,North,25-06-2014,Operational,NEW YORK,28-08-2019,07-08-2019,27-09-2020,Original,19-05-2021
769,MN769,Franchise,07-06-2014,ROSEVILLE,Minnesota,Central,613.0,MINNEAPOLIS-ST. PAUL,Active,3.0,North,07-06-2014,Operational,MINNEAPOLIS-ST. PAUL,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
770,NJ770,Franchise,23-07-2014,ELIZABETH,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,23-07-2014,Operational,NEW YORK,28-08-2019,10-11-2017,27-09-2020,Original,28-04-2021
771,KY771,Franchise,11-06-2014,LOUISVILLE,Kentucky,Eastern,529.0,LOUISVILLE,Active,2.0,Southeast,11-06-2014,Operational,LOUISVILLE,28-08-2019,28-08-2019,27-09-2020,Original,20-07-2022
775,CA775,Franchise,26-09-2014,SOUTH EL MONTE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,26-09-2014,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
777,MS777,Franchise,17-07-2014,STARKVILLE,Mississippi,Central,673.0,COLUMBUS-TUPELO-W PNT-HSTN,Active,2.0,Southeast,17-07-2014,Operational,COLUMBUS-TUPELO-W PNT-HSTN,11-12-2019,11-12-2019,27-09-2020,Original,20-07-2022
781,IL781,Franchise,23-05-2014,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,23-05-2014,Operational,CHICAGO,01-11-2017,01-11-2017,27-09-2020,Original,19-05-2021
785,IN785,Franchise,29-10-2014,INDIANAPOLIS,Indiana,Eastern,527.0,INDIANAPOLIS,Inactive,3.0,North,29-10-2014,Closed,INDIANAPOLIS,,,29-10-2014,,29-10-2014
788,IL788,Franchise,23-07-2014,CHICAGO,Illinois,Central,602.0,CHICAGO,Active,3.0,North,23-07-2014,Operational,CHICAGO,02-11-2017,02-11-2017,27-09-2020,Original,19-05-2021
805,TN805,Franchise,13-11-2014,NASHVILLE,Tennessee,Central,659.0,NASHVILLE,Active,2.0,Southeast,13-11-2014,Operational,NASHVILLE,02-12-2019,02-12-2019,27-09-2020,Original,20-07-2022
806,CA806,Franchise,05-03-2015,RIALTO,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,05-03-2015,Operational,LOS ANGELES,31-10-2018,31-10-2018,27-09-2020,Original,20-07-2022
808,TX808,Franchise,15-06-2015,PLEASANTON,Texas,Central,641.0,SAN ANTONIO,Active,1.0,Southwest,15-06-2015,Operational,SAN ANTONIO,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
813,CO813,Franchise,24-11-2014,PUEBLO,Colorado,Mountain,752.0,COLORADO SPRINGS-PUEBLO,Active,4.0,West,24-11-2014,Operational,COLORADO SPRINGS-PUEBLO,28-02-2019,28-02-2019,27-09-2020,Original,20-07-2022
819,TX819,Franchise,24-08-2015,HOUSTON,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,24-08-2015,Operational,HOUSTON,28-11-2018,28-11-2018,27-09-2020,Original,06-07-2022
821,CA821,Franchise,04-02-2015,UKIAH,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,04-02-2015,Operational,SAN FRANCISCO-OAK-SAN JOSE,13-03-2019,13-03-2019,27-09-2020,Original,04-02-2015
825,MD825,Franchise,06-05-2015,BOWIE,Maryland,Eastern,511.0,"WASHINGTON, DC (HAGRSTWN)",Active,2.0,Southeast,06-05-2015,Operational,"WASHINGTON, DC (HAGRSTWN)",08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
835,CA835,Franchise,26-12-2014,BEAUMONT,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,26-12-2014,Operational,LOS ANGELES,23-05-2019,23-05-2019,27-09-2020,Original,26-12-2014
845,CA845,Franchise,10-02-2016,SAN LUIS OBISPO,California,Pacific,855.0,SANTABARBRA-SANMAR-SANLUOB,Active,4.0,West,10-02-2016,Temporary Closure,SANTABARBRA-SANMAR-SANLUOB,,,10-02-2016,,10-02-2016
846,CT846,Franchise,04-08-2015,STORRS,Connecticut,Eastern,533.0,HARTFORD & NEW HAVEN,Inactive,3.0,North,04-08-2015,Closed,HARTFORD & NEW HAVEN,,,04-08-2015,,04-08-2015
856,CA856,Franchise,02-08-2015,CYPRESS,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,02-08-2015,Operational,LOS ANGELES,07-11-2018,07-11-2018,27-09-2020,Original,20-07-2022
862,AR862,Franchise,18-12-2014,JONESBORO,Arkansas,Central,734.0,JONESBORO,Active,2.0,Southeast,18-12-2014,Operational,JONESBORO,11-12-2019,11-12-2019,27-09-2020,Original,20-07-2022
864,IL864,Franchise,11-12-2014,BOLINGBROOK,Illinois,Central,602.0,CHICAGO,Active,3.0,North,11-12-2014,Operational,CHICAGO,02-11-2017,02-11-2017,27-09-2020,Original,20-07-2022
868,CT868,Franchise,15-04-2015,HARTFORD,Connecticut,Eastern,533.0,HARTFORD & NEW HAVEN,Active,3.0,North,15-04-2015,Operational,HARTFORD & NEW HAVEN,16-10-2019,16-10-2019,27-09-2020,Original,19-05-2021
877,TX877,Franchise,23-06-2015,HUMBLE,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,23-06-2015,Operational,HOUSTON,28-11-2018,28-11-2018,27-09-2020,Original,06-07-2022
878,TX878,Franchise,06-04-2015,CARROLLTON,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,06-04-2015,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,20-07-2022
879,NJ879,Franchise,04-09-2015,NEWARK,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,04-09-2015,Operational,NEW YORK,28-08-2019,10-11-2017,27-09-2020,Original,05-05-2021
883,FL883,Franchise,10-06-2015,HALLANDALE BEACH,Florida,Eastern,528.0,MIAMI-FT. LAUDERDALE,Active,2.0,Southeast,10-06-2015,Operational,MIAMI-FT. LAUDERDALE,20-03-2019,20-03-2019,27-09-2020,Original,20-07-2022
888,LA888,Franchise,12-04-2015,Baton Rouge,Louisiana,Central,716.0,BATON ROUGE,Active,2.0,Southeast,12-04-2015,Operational,BATON ROUGE,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
942,NY942,Corporate,27-04-2022,New York,New York,Eastern,501.0,NEW YORK,Active,3.0,North,27-04-2022,Operational,NEW YORK,27-04-2022,27-04-2022,27-04-2022,Original,27-04-2022
947,TX947,Corporate,28-12-2020,Dallas,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,28-12-2020,Operational,DALLAS-FT. WORTH,28-12-2020,28-12-2020,28-12-2020,Original,23-02-2021
959,TX959,Corporate,22-07-2011,IRVING,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,01-05-2018,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,16-08-2020,Original,06-07-2022
968,TX968,Corporate,04-03-2005,FRISCO,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,04-03-2005,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,16-08-2020,Original,06-07-2022
969,TX969,Corporate,06-02-2006,FRISCO,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,06-02-2006,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,16-08-2020,Original,06-07-2022
977,NV977,Corporate,03-02-2005,LAS VEGAS,Nevada,Pacific,839.0,LAS VEGAS,Active,4.0,West,03-02-2005,Operational,LAS VEGAS,17-10-2017,17-10-2017,09-08-2020,Original,06-07-2022
979,NV979,Corporate,19-06-2006,NORTH LAS VEGAS,Nevada,Pacific,839.0,LAS VEGAS,Active,4.0,West,19-06-2006,Operational,LAS VEGAS,16-10-2017,16-10-2017,09-08-2020,Original,06-07-2022
997,TX997,Corporate,12-11-2003,DALLAS,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,12-11-2003,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,16-08-2020,Original,06-07-2022
1003,IL1003,Franchise,18-03-2015,NILES,Illinois,Central,602.0,CHICAGO,Active,3.0,North,18-03-2015,Operational,CHICAGO,02-11-2017,02-11-2017,27-09-2020,Original,06-07-2022
1012,TX1012,Franchise,08-07-2015,CLEBURNE,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,08-07-2015,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,20-07-2022
1019,MO1019,Franchise,26-03-2017,RICHMOND HEIGHTS,Missouri,Central,609.0,ST. LOUIS,Active,3.0,North,26-03-2017,Operational,ST. LOUIS,28-08-2019,28-08-2019,27-09-2020,Original,06-07-2022
1022,GA1022,Franchise,16-02-2016,MACON,Georgia,Eastern,503.0,MACON,Active,2.0,Southeast,16-02-2016,Operational,MACON,11-12-2019,11-12-2019,27-09-2020,Original,20-07-2022
1023,TX1023,Franchise,21-08-2015,RICHMOND,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,21-08-2015,Operational,HOUSTON,28-11-2018,28-11-2018,27-09-2020,Original,20-07-2022
1024,FL1024,Franchise,04-11-2015,DAYTONA BEACH,Florida,Eastern,534.0,ORLANDO-DAYTONA BCH-MELBRN,Active,2.0,Southeast,04-11-2015,Operational,ORLANDO-DAYTONA BCH-MELBRN,05-06-2019,05-06-2019,27-09-2020,Original,04-11-2015
1049,TN1049,Franchise,24-11-2015,CLARKSVILLE,Tennessee,Central,659.0,NASHVILLE,Active,2.0,Southeast,24-11-2015,Operational,NASHVILLE,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1051,CA1051,Franchise,01-05-2016,GARDEN GROVE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,01-05-2016,Operational,LOS ANGELES,07-11-2018,07-11-2018,27-09-2020,Original,20-07-2022
1053,OH1053,Franchise,16-08-2017,COLUMBUS,Ohio,Eastern,535.0,"COLUMBUS, OH",Active,3.0,North,16-08-2017,Operational,"COLUMBUS, OH",26-06-2019,26-06-2019,27-09-2020,Original,20-07-2022
1058,CA1058,Franchise,01-02-2016,REDWOOD CITY,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Active,4.0,West,01-02-2016,Operational,SAN FRANCISCO-OAK-SAN JOSE,13-03-2019,13-03-2019,27-09-2020,Original,20-07-2022
1061,MO1061,Franchise,21-12-2015,KANSAS CITY,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,21-12-2015,Operational,KANSAS CITY,06-03-2019,06-03-2019,27-09-2020,Original,20-07-2022
1062,VA1062,Franchise,14-10-2015,CHESAPEAKE,Virginia,Eastern,544.0,NORFOLK-PORTSMTH-NEWPT NWS,Active,2.0,Southeast,14-10-2015,Operational,NORFOLK-PORTSMTH-NEWPT NWS,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1064,GA1064,Franchise,15-06-2017,CENTERVILLE,Georgia,Eastern,503.0,MACON,Active,2.0,Southeast,15-06-2017,Operational,MACON,11-12-2019,11-12-2019,27-09-2020,Original,20-07-2022
1065,TX1065,Franchise,12-10-2015,Grapevine,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,12-10-2015,Operational,DALLAS-FT. WORTH,18-09-2019,18-09-2019,27-09-2020,Original,06-07-2022
1066,TX1066,Franchise,21-10-2015,HARKER HEIGHTS,Texas,Central,625.0,WACO-TEMPLE-BRYAN,Active,1.0,Southwest,21-10-2015,Operational,WACO-TEMPLE-BRYAN,16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1076,IL1076,Franchise,31-03-2016,MELROSE PARK,Illinois,Central,602.0,CHICAGO,Active,3.0,North,31-03-2016,Operational,CHICAGO,31-10-2017,31-10-2017,27-09-2020,Original,31-03-2016
1077,CA1077,Franchise,11-01-2017,BAKERSFIELD,California,Pacific,800.0,BAKERSFIELD,Active,4.0,West,11-01-2017,Operational,BAKERSFIELD,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1078,CA1078,Franchise,11-03-2016,PASADENA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,11-03-2016,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
1081,CA1081,Franchise,17-01-2016,POMONA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,17-01-2016,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,20-07-2022
1111,AZ1111,Franchise,30-05-2016,BUCKEYE,Arizona,Mountain (DST not observed),753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,30-05-2016,Operational,PHOENIX (PRESCOTT),27-02-2019,27-02-2019,27-09-2020,Original,20-07-2022
1114,MD1114,Franchise,03-05-2016,HANOVER,Maryland,Eastern,511.0,"WASHINGTON, DC (HAGRSTWN)",Active,2.0,Southeast,03-05-2016,Operational,"WASHINGTON, DC (HAGRSTWN)",08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
1126,GA1126,Franchise,20-07-2016,GAINESVILLE,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,20-07-2016,Operational,ATLANTA,05-06-2019,05-06-2019,27-09-2020,Original,06-07-2022
1129,VA1129,Franchise,27-10-2016,MANASSAS,Virginia,Eastern,511.0,"WASHINGTON, DC (HAGRSTWN)",Active,2.0,Southeast,27-10-2016,Operational,"WASHINGTON, DC (HAGRSTWN)",08-05-2019,08-05-2019,27-09-2020,Original,20-07-2022
1132,TX1132,Franchise,23-03-2016,DALLAS,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,23-03-2016,Operational,DALLAS-FT. WORTH,17-04-2019,17-04-2019,27-09-2020,Original,06-07-2022
1142,TN1142,Franchise,27-07-2016,KINGSPORT,Tennessee,Eastern,531.0,"TRI-CITIES, TN-VA",Active,2.0,Southeast,27-07-2016,Operational,"TRI-CITIES, TN-VA",11-12-2019,11-12-2019,27-09-2020,Original,20-07-2022
1143,CA1143,Franchise,05-05-2016,VICTORVILLE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,05-05-2016,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,05-05-2016
1151,TX1151,Franchise,15-06-2016,ABILENE,Texas,Central,662.0,ABILENE-SWEETWATER,Active,1.0,Southwest,15-06-2016,Operational,ABILENE-SWEETWATER,13-11-2019,13-11-2019,27-09-2020,Original,20-07-2022
1152,FL1152,Franchise,25-02-2017,FORT MYERS,Florida,Eastern,571.0,FT. MYERS-NAPLES,Active,2.0,Southeast,25-02-2017,Operational,FT. MYERS-NAPLES,18-09-2019,18-09-2019,27-09-2020,Original,20-07-2022
1162,NC1162,Franchise,25-07-2016,RALEIGH,North Carolina,Eastern,560.0,RALEIGH-DURHAM (FAYETVLLE),Active,2.0,Southeast,25-07-2016,Operational,RALEIGH-DURHAM (FAYETVLLE),28-08-2019,28-08-2019,27-09-2020,Original,25-07-2016
1169,CA1169,Franchise,07-07-2016,EL MONTE,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,07-07-2016,Operational,LOS ANGELES,14-11-2018,14-11-2018,27-09-2020,Original,07-07-2016
1175,GA1175,Franchise,23-06-2016,DECATUR,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,23-06-2016,Operational,ATLANTA,05-06-2019,05-06-2019,02-11-2020,Original,06-07-2022
1179,FL1179,Franchise,06-10-2017,TAMPA,Florida,Eastern,539.0,TAMPA-ST. PETE (SARASOTA),Active,2.0,Southeast,06-10-2017,Operational,TAMPA-ST. PETE (SARASOTA),16-10-2019,16-10-2019,27-09-2020,Original,20-07-2022
1180,GA1180,Franchise,14-12-2016,SMYRNA,Georgia,Eastern,524.0,ATLANTA,Active,2.0,Southeast,14-12-2016,Operational,ATLANTA,05-06-2019,05-06-2019,27-09-2020,Original,20-07-2022
1185,MA1185,Franchise,27-07-2016,MEDFORD,Massachusetts,Eastern,506.0,BOSTON (MANCHESTER),Active,3.0,North,27-07-2016,Operational,BOSTON (MANCHESTER),18-09-2019,18-09-2019,27-09-2020,Original,07-04-2021
1201,FL1201,Franchise,27-03-2017,FORT PIERCE,Florida,Eastern,548.0,WEST PALM BEACH-FT. PIERCE,Active,2.0,Southeast,27-03-2017,Operational,WEST PALM BEACH-FT. PIERCE,28-08-2019,28-08-2019,27-09-2020,Original,27-03-2017
